id,class,part_no,details,battery_id,visible_parts
3047,insulation cap,2,,3,busbar+insulation cap+insulation cap+busbar+wire harness+insulation cap+wire harness+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+busbar+busbar+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+HV cable+HV cable+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3048,insulation cap,3,,3,busbar+insulation cap+busbar+wire harness+insulation cap+wire harness+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+busbar+busbar+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+HV cable+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3049,insulation cap,4,,3,busbar+busbar+wire harness+wire harness+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+busbar+busbar+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+HV cable+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3050,insulation cap,5,,3,busbar+busbar+wire harness+wire harness+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+busbar+busbar+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3051,insulation cap,6,,3,busbar+busbar+wire harness+wire harness+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+busbar+busbar+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3052,insulation cap,7,,3,busbar+wire harness+wire harness+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+busbar+busbar+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3053,insulation cap,8,,3,busbar+busbar+wire harness+wire harness+busbar+busbar+busbar+insulation cap+wire harness+insulation cap+busbar+busbar+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3054,insulation cap,9,,3,busbar+wire harness+wire harness+busbar+busbar+busbar+insulation cap+wire harness+insulation cap+busbar+busbar+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3055,insulation cap,10,,3,busbar+wire harness+wire harness+busbar+busbar+busbar+wire harness+insulation cap+busbar+busbar+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3056,insulation cap,11,,3,busbar+wire harness+wire harness+busbar+busbar+busbar+wire harness+busbar+busbar+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3057,insulation cap,12,,3,busbar+wire harness+wire harness+busbar+busbar+busbar+wire harness+busbar+busbar+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
